"Lon","Lat","region"
20.625,61.375,"Baltic.Sea"
20.875,61.375,"Baltic.Sea"
21.125,61.375,"Baltic.Sea"
21.375,61.375,"Baltic.Sea"
-174.375,61.125,"East.Bearing.Sea.shelf"
-174.125,61.125,"East.Bearing.Sea.shelf"
-173.875,61.125,"East.Bearing.Sea.shelf"
-173.625,61.125,"East.Bearing.Sea.shelf"
-173.375,61.125,"East.Bearing.Sea.shelf"
-173.125,61.125,"East.Bearing.Sea.shelf"
-172.875,61.125,"East.Bearing.Sea.shelf"
-172.625,61.125,"East.Bearing.Sea.shelf"
-172.375,61.125,"East.Bearing.Sea.shelf"
-172.125,61.125,"East.Bearing.Sea.shelf"
-171.875,61.125,"East.Bearing.Sea.shelf"
-171.625,61.125,"East.Bearing.Sea.shelf"
-171.375,61.125,"East.Bearing.Sea.shelf"
-171.125,61.125,"East.Bearing.Sea.shelf"
-150.875,61.125,"Gulf.Alaska"
-150.625,61.125,"Gulf.Alaska"
-150.375,61.125,"Gulf.Alaska"
-150.125,61.125,"Gulf.Alaska"
-147.875,61.125,"Gulf.Alaska"
-4.875,61.125,"NorthSea.IBTS"
-4.625,61.125,"NorthSea.IBTS"
-4.375,61.125,"NorthSea.IBTS"
-4.125,61.125,"NorthSea.IBTS"
-3.875,61.125,"NorthSea.EwE"
-3.875,61.125,"NorthSea.IBTS"
-3.625,61.125,"NorthSea.EwE"
-3.625,61.125,"NorthSea.IBTS"
-3.375,61.125,"NorthSea.EwE"
-3.375,61.125,"NorthSea.IBTS"
-3.125,61.125,"NorthSea.EwE"
-3.125,61.125,"NorthSea.IBTS"
-2.875,61.125,"NorthSea.EwE"
-2.875,61.125,"NorthSea.IBTS"
-2.625,61.125,"NorthSea.EwE"
-2.625,61.125,"NorthSea.IBTS"
-2.375,61.125,"NorthSea.EwE"
-2.375,61.125,"NorthSea.IBTS"
-2.125,61.125,"NorthSea.EwE"
-2.125,61.125,"NorthSea.IBTS"
-1.875,61.125,"NorthSea.EwE"
-1.875,61.125,"NorthSea.IBTS"
-1.625,61.125,"NorthSea.EwE"
-1.625,61.125,"NorthSea.IBTS"
-1.375,61.125,"NorthSea.EwE"
-1.375,61.125,"NorthSea.IBTS"
-1.125,61.125,"NorthSea.EwE"
-1.125,61.125,"NorthSea.IBTS"
-0.875,61.125,"NorthSea.EwE"
-0.875,61.125,"NorthSea.IBTS"
-0.625,61.125,"NorthSea.EwE"
-0.625,61.125,"NorthSea.IBTS"
-0.375,61.125,"NorthSea.EwE"
-0.375,61.125,"NorthSea.IBTS"
-0.125,61.125,"NorthSea.EwE"
-0.125,61.125,"NorthSea.IBTS"
0.125,61.125,"NorthSea.EwE"
0.125,61.125,"NorthSea.IBTS"
0.375,61.125,"NorthSea.EwE"
0.375,61.125,"NorthSea.IBTS"
0.625,61.125,"NorthSea.EwE"
0.625,61.125,"NorthSea.IBTS"
0.875,61.125,"NorthSea.EwE"
0.875,61.125,"NorthSea.IBTS"
1.125,61.125,"NorthSea.EwE"
1.125,61.125,"NorthSea.IBTS"
1.375,61.125,"NorthSea.EwE"
1.375,61.125,"NorthSea.IBTS"
1.625,61.125,"NorthSea.EwE"
1.625,61.125,"NorthSea.IBTS"
1.875,61.125,"NorthSea.EwE"
1.875,61.125,"NorthSea.IBTS"
2.125,61.125,"NorthSea.EwE"
2.125,61.125,"NorthSea.IBTS"
2.375,61.125,"NorthSea.EwE"
2.375,61.125,"NorthSea.IBTS"
2.625,61.125,"NorthSea.EwE"
2.625,61.125,"NorthSea.IBTS"
2.875,61.125,"NorthSea.EwE"
2.875,61.125,"NorthSea.IBTS"
3.125,61.125,"NorthSea.EwE"
3.125,61.125,"NorthSea.IBTS"
3.375,61.125,"NorthSea.EwE"
3.375,61.125,"NorthSea.IBTS"
3.625,61.125,"NorthSea.EwE"
3.625,61.125,"NorthSea.IBTS"
3.875,61.125,"NorthSea.EwE"
3.875,61.125,"NorthSea.IBTS"
4.125,61.125,"NorthSea.EwE"
4.125,61.125,"NorthSea.IBTS"
4.375,61.125,"NorthSea.EwE"
4.375,61.125,"NorthSea.IBTS"
4.625,61.125,"NorthSea.EwE"
4.625,61.125,"NorthSea.IBTS"
5.125,61.125,"NorthSea.EwE"
5.125,61.125,"NorthSea.IBTS"
5.625,61.125,"NorthSea.EwE"
