"Lon","Lat","region"
-2.5,59.5,"NorthSea.IBTS"
-1.5,59.5,"NorthSea.EwE"
-1.5,59.5,"NorthSea.IBTS"
-0.5,59.5,"NorthSea.EwE"
-0.5,59.5,"NorthSea.IBTS"
0.5,59.5,"NorthSea.EwE"
0.5,59.5,"NorthSea.IBTS"
1.5,59.5,"NorthSea.EwE"
1.5,59.5,"NorthSea.IBTS"
2.5,59.5,"NorthSea.EwE"
2.5,59.5,"NorthSea.IBTS"
3.5,59.5,"NorthSea.EwE"
3.5,59.5,"NorthSea.IBTS"
4.5,59.5,"NorthSea.EwE"
4.5,59.5,"NorthSea.IBTS"
10.5,59.5,"NorthSea.IBTS"
19.5,59.5,"Baltic.Sea"
20.5,59.5,"Baltic.Sea"
21.5,59.5,"Baltic.Sea"
22.5,59.5,"Baltic.Sea"
23.5,59.5,"Baltic.Sea"
-175.5,58.5,"East.Bearing.Sea.shelf"
-174.5,58.5,"East.Bearing.Sea.shelf"
-173.5,58.5,"East.Bearing.Sea.shelf"
-172.5,58.5,"East.Bearing.Sea.shelf"
-171.5,58.5,"East.Bearing.Sea.shelf"
-170.5,58.5,"East.Bearing.Sea.shelf"
-169.5,58.5,"East.Bearing.Sea.shelf"
-168.5,58.5,"East.Bearing.Sea.shelf"
-167.5,58.5,"East.Bearing.Sea.shelf"
-166.5,58.5,"East.Bearing.Sea.shelf"
-165.5,58.5,"East.Bearing.Sea.shelf"
-164.5,58.5,"East.Bearing.Sea.shelf"
-163.5,58.5,"East.Bearing.Sea.shelf"
-162.5,58.5,"East.Bearing.Sea.shelf"
-161.5,58.5,"East.Bearing.Sea.shelf"
-160.5,58.5,"East.Bearing.Sea.shelf"
-159.5,58.5,"East.Bearing.Sea.shelf"
-153.5,58.5,"Gulf.Alaska"
-151.5,58.5,"Gulf.Alaska"
-150.5,58.5,"Gulf.Alaska"
-149.5,58.5,"Gulf.Alaska"
-148.5,58.5,"Gulf.Alaska"
-147.5,58.5,"Gulf.Alaska"
-146.5,58.5,"Gulf.Alaska"
-145.5,58.5,"Gulf.Alaska"
-144.5,58.5,"Gulf.Alaska"
-143.5,58.5,"Gulf.Alaska"
-142.5,58.5,"Gulf.Alaska"
-141.5,58.5,"Gulf.Alaska"
-140.5,58.5,"Gulf.Alaska"
-139.5,58.5,"Gulf.Alaska"
-138.5,58.5,"Gulf.Alaska"
-137.5,58.5,"Gulf.Alaska"
-135.5,58.5,"Gulf.Alaska"
-2.5,58.5,"NorthSea.EwE"
-2.5,58.5,"NorthSea.IBTS"
-1.5,58.5,"NorthSea.EwE"
-1.5,58.5,"NorthSea.IBTS"
-0.5,58.5,"NorthSea.EwE"
-0.5,58.5,"NorthSea.IBTS"
0.5,58.5,"NorthSea.EwE"
0.5,58.5,"NorthSea.IBTS"
1.5,58.5,"NorthSea.EwE"
1.5,58.5,"NorthSea.IBTS"
2.5,58.5,"NorthSea.EwE"
2.5,58.5,"NorthSea.IBTS"
3.5,58.5,"NorthSea.EwE"
3.5,58.5,"NorthSea.IBTS"
4.5,58.5,"NorthSea.EwE"
4.5,58.5,"NorthSea.IBTS"
5.5,58.5,"NorthSea.EwE"
5.5,58.5,"NorthSea.IBTS"
9.5,58.5,"NorthSea.IBTS"
10.5,58.5,"NorthSea.IBTS"
17.5,58.5,"Baltic.Sea"
18.5,58.5,"Baltic.Sea"
19.5,58.5,"Baltic.Sea"
20.5,58.5,"Baltic.Sea"
21.5,58.5,"Baltic.Sea"
23.5,58.5,"Baltic.Sea"
-173.5,57.5,"East.Bearing.Sea.shelf"
-172.5,57.5,"East.Bearing.Sea.shelf"
-171.5,57.5,"East.Bearing.Sea.shelf"
-170.5,57.5,"East.Bearing.Sea.shelf"
-169.5,57.5,"East.Bearing.Sea.shelf"
-168.5,57.5,"East.Bearing.Sea.shelf"
-167.5,57.5,"East.Bearing.Sea.shelf"
-166.5,57.5,"East.Bearing.Sea.shelf"
-165.5,57.5,"East.Bearing.Sea.shelf"
-164.5,57.5,"East.Bearing.Sea.shelf"
-163.5,57.5,"East.Bearing.Sea.shelf"
-162.5,57.5,"East.Bearing.Sea.shelf"
-161.5,57.5,"East.Bearing.Sea.shelf"
-160.5,57.5,"East.Bearing.Sea.shelf"
-159.5,57.5,"East.Bearing.Sea.shelf"
-158.5,57.5,"East.Bearing.Sea.shelf"
-155.5,57.5,"Gulf.Alaska"
-151.5,57.5,"Gulf.Alaska"
-150.5,57.5,"Gulf.Alaska"
-149.5,57.5,"Gulf.Alaska"
-148.5,57.5,"Gulf.Alaska"
-147.5,57.5,"Gulf.Alaska"
-146.5,57.5,"Gulf.Alaska"
-145.5,57.5,"Gulf.Alaska"
-144.5,57.5,"Gulf.Alaska"
-143.5,57.5,"Gulf.Alaska"
-142.5,57.5,"Gulf.Alaska"
-141.5,57.5,"Gulf.Alaska"
-140.5,57.5,"Gulf.Alaska"
-139.5,57.5,"Gulf.Alaska"
-138.5,57.5,"Gulf.Alaska"
-137.5,57.5,"Gulf.Alaska"
-136.5,57.5,"Gulf.Alaska"
-1.5,57.5,"NorthSea.EwE"
-1.5,57.5,"NorthSea.IBTS"
-0.5,57.5,"NorthSea.EwE"
-0.5,57.5,"NorthSea.IBTS"
0.5,57.5,"NorthSea.EwE"
0.5,57.5,"NorthSea.IBTS"
1.5,57.5,"NorthSea.EwE"
1.5,57.5,"NorthSea.IBTS"
2.5,57.5,"NorthSea.EwE"
2.5,57.5,"NorthSea.IBTS"
3.5,57.5,"NorthSea.EwE"
3.5,57.5,"NorthSea.IBTS"
4.5,57.5,"NorthSea.EwE"
4.5,57.5,"NorthSea.IBTS"
5.5,57.5,"NorthSea.EwE"
5.5,57.5,"NorthSea.IBTS"
6.5,57.5,"NorthSea.EwE"
6.5,57.5,"NorthSea.IBTS"
7.5,57.5,"NorthSea.EwE"
7.5,57.5,"NorthSea.IBTS"
8.5,57.5,"NorthSea.EwE"
8.5,57.5,"NorthSea.IBTS"
9.5,57.5,"NorthSea.IBTS"
10.5,57.5,"NorthSea.IBTS"
11.5,57.5,"NorthSea.IBTS"
17.5,57.5,"Baltic.Sea"
19.5,57.5,"Baltic.Sea"
20.5,57.5,"Baltic.Sea"
21.5,57.5,"Baltic.Sea"
23.5,57.5,"Baltic.Sea"
-171.5,56.5,"East.Bearing.Sea.shelf"
-170.5,56.5,"East.Bearing.Sea.shelf"
-169.5,56.5,"East.Bearing.Sea.shelf"
-168.5,56.5,"East.Bearing.Sea.shelf"
-167.5,56.5,"East.Bearing.Sea.shelf"
-166.5,56.5,"East.Bearing.Sea.shelf"
-165.5,56.5,"East.Bearing.Sea.shelf"
-164.5,56.5,"East.Bearing.Sea.shelf"
-163.5,56.5,"East.Bearing.Sea.shelf"
-162.5,56.5,"East.Bearing.Sea.shelf"
-161.5,56.5,"East.Bearing.Sea.shelf"
-160.5,56.5,"East.Bearing.Sea.shelf"
-157.5,56.5,"Gulf.Alaska"
-156.5,56.5,"Gulf.Alaska"
-155.5,56.5,"Gulf.Alaska"
-154.5,56.5,"Gulf.Alaska"
-153.5,56.5,"Gulf.Alaska"
-152.5,56.5,"Gulf.Alaska"
-151.5,56.5,"Gulf.Alaska"
-150.5,56.5,"Gulf.Alaska"
-149.5,56.5,"Gulf.Alaska"
-148.5,56.5,"Gulf.Alaska"
-147.5,56.5,"Gulf.Alaska"
-146.5,56.5,"Gulf.Alaska"
-145.5,56.5,"Gulf.Alaska"
-144.5,56.5,"Gulf.Alaska"
-143.5,56.5,"Gulf.Alaska"
-141.5,56.5,"Gulf.Alaska"
-140.5,56.5,"Gulf.Alaska"
-139.5,56.5,"Gulf.Alaska"
-138.5,56.5,"Gulf.Alaska"
-137.5,56.5,"Gulf.Alaska"
-136.5,56.5,"Gulf.Alaska"
-135.5,56.5,"Gulf.Alaska"
-134.5,56.5,"Gulf.Alaska"
-132.5,56.5,"Gulf.Alaska"
-2.5,56.5,"NorthSea.EwE"
-2.5,56.5,"NorthSea.IBTS"
-1.5,56.5,"NorthSea.EwE"
-1.5,56.5,"NorthSea.IBTS"
-0.5,56.5,"NorthSea.EwE"
-0.5,56.5,"NorthSea.IBTS"
0.5,56.5,"NorthSea.EwE"
0.5,56.5,"NorthSea.IBTS"
1.5,56.5,"NorthSea.EwE"
1.5,56.5,"NorthSea.IBTS"
2.5,56.5,"NorthSea.EwE"
2.5,56.5,"NorthSea.IBTS"
3.5,56.5,"NorthSea.EwE"
3.5,56.5,"NorthSea.IBTS"
4.5,56.5,"NorthSea.EwE"
4.5,56.5,"NorthSea.IBTS"
5.5,56.5,"NorthSea.EwE"
5.5,56.5,"NorthSea.IBTS"
6.5,56.5,"NorthSea.EwE"
6.5,56.5,"NorthSea.IBTS"
7.5,56.5,"NorthSea.EwE"
7.5,56.5,"NorthSea.IBTS"
11.5,56.5,"NorthSea.IBTS"
12.5,56.5,"NorthSea.IBTS"
17.5,56.5,"Baltic.Sea"
18.5,56.5,"Baltic.Sea"
19.5,56.5,"Baltic.Sea"
20.5,56.5,"Baltic.Sea"
-167.5,55.5,"East.Bearing.Sea.shelf"
-166.5,55.5,"East.Bearing.Sea.shelf"
-165.5,55.5,"East.Bearing.Sea.shelf"
-164.5,55.5,"East.Bearing.Sea.shelf"
-163.5,55.5,"East.Bearing.Sea.shelf"
-161.5,55.5,"Gulf.Alaska"
-159.5,55.5,"Gulf.Alaska"
-158.5,55.5,"Gulf.Alaska"
-157.5,55.5,"Gulf.Alaska"
-156.5,55.5,"Gulf.Alaska"
-155.5,55.5,"Gulf.Alaska"
-154.5,55.5,"Gulf.Alaska"
-153.5,55.5,"Gulf.Alaska"
-152.5,55.5,"Gulf.Alaska"
-151.5,55.5,"Gulf.Alaska"
-150.5,55.5,"Gulf.Alaska"
-149.5,55.5,"Gulf.Alaska"
-148.5,55.5,"Gulf.Alaska"
-147.5,55.5,"Gulf.Alaska"
-140.5,55.5,"Gulf.Alaska"
-139.5,55.5,"Gulf.Alaska"
-138.5,55.5,"Gulf.Alaska"
-137.5,55.5,"Gulf.Alaska"
-136.5,55.5,"Gulf.Alaska"
-135.5,55.5,"Gulf.Alaska"
-134.5,55.5,"Gulf.Alaska"
-131.5,55.5,"Gulf.Alaska"
-1.5,55.5,"NorthSea.EwE"
-1.5,55.5,"NorthSea.IBTS"
-0.5,55.5,"NorthSea.EwE"
-0.5,55.5,"NorthSea.IBTS"
0.5,55.5,"NorthSea.EwE"
0.5,55.5,"NorthSea.IBTS"
1.5,55.5,"NorthSea.EwE"
1.5,55.5,"NorthSea.IBTS"
2.5,55.5,"NorthSea.EwE"
2.5,55.5,"NorthSea.IBTS"
3.5,55.5,"NorthSea.EwE"
3.5,55.5,"NorthSea.IBTS"
4.5,55.5,"NorthSea.EwE"
4.5,55.5,"NorthSea.IBTS"
5.5,55.5,"NorthSea.EwE"
5.5,55.5,"NorthSea.IBTS"
6.5,55.5,"NorthSea.EwE"
6.5,55.5,"NorthSea.IBTS"
7.5,55.5,"NorthSea.EwE"
7.5,55.5,"NorthSea.IBTS"
12.5,55.5,"NorthSea.IBTS"
-163.5,54.5,"Gulf.Alaska"
-162.5,54.5,"Gulf.Alaska"
-161.5,54.5,"Gulf.Alaska"
-160.5,54.5,"Gulf.Alaska"
-159.5,54.5,"Gulf.Alaska"
-158.5,54.5,"Gulf.Alaska"
-157.5,54.5,"Gulf.Alaska"
-156.5,54.5,"Gulf.Alaska"
-155.5,54.5,"Gulf.Alaska"
-154.5,54.5,"Gulf.Alaska"
-153.5,54.5,"Gulf.Alaska"
-152.5,54.5,"Gulf.Alaska"
-151.5,54.5,"Gulf.Alaska"
-150.5,54.5,"Gulf.Alaska"
-149.5,54.5,"Gulf.Alaska"
-139.5,54.5,"Gulf.Alaska"
-138.5,54.5,"Gulf.Alaska"
-137.5,54.5,"Gulf.Alaska"
-136.5,54.5,"Gulf.Alaska"
-135.5,54.5,"Gulf.Alaska"
-134.5,54.5,"Gulf.Alaska"
-133.5,54.5,"Gulf.Alaska"
-132.5,54.5,"Gulf.Alaska"
-0.5,54.5,"NorthSea.EwE"
-0.5,54.5,"NorthSea.IBTS"
0.5,54.5,"NorthSea.EwE"
0.5,54.5,"NorthSea.IBTS"
1.5,54.5,"NorthSea.EwE"
1.5,54.5,"NorthSea.IBTS"
2.5,54.5,"NorthSea.EwE"
2.5,54.5,"NorthSea.IBTS"
3.5,54.5,"NorthSea.EwE"
3.5,54.5,"NorthSea.IBTS"
4.5,54.5,"NorthSea.EwE"
4.5,54.5,"NorthSea.IBTS"
5.5,54.5,"NorthSea.EwE"
5.5,54.5,"NorthSea.IBTS"
6.5,54.5,"NorthSea.EwE"
6.5,54.5,"NorthSea.IBTS"
7.5,54.5,"NorthSea.EwE"
7.5,54.5,"NorthSea.IBTS"
8.5,54.5,"NorthSea.EwE"
8.5,54.5,"NorthSea.IBTS"
10.5,54.5,"NorthSea.IBTS"
11.5,54.5,"NorthSea.IBTS"
12.5,54.5,"NorthSea.IBTS"
-166.5,53.5,"Gulf.Alaska"
-165.5,53.5,"Gulf.Alaska"
-164.5,53.5,"Gulf.Alaska"
-163.5,53.5,"Gulf.Alaska"
-162.5,53.5,"Gulf.Alaska"
-161.5,53.5,"Gulf.Alaska"
-160.5,53.5,"Gulf.Alaska"
-159.5,53.5,"Gulf.Alaska"
-158.5,53.5,"Gulf.Alaska"
-157.5,53.5,"Gulf.Alaska"
-156.5,53.5,"Gulf.Alaska"
-155.5,53.5,"Gulf.Alaska"
-154.5,53.5,"Gulf.Alaska"
-153.5,53.5,"Gulf.Alaska"
-152.5,53.5,"Gulf.Alaska"
-151.5,53.5,"Gulf.Alaska"
0.5,53.5,"NorthSea.EwE"
0.5,53.5,"NorthSea.IBTS"
1.5,53.5,"NorthSea.EwE"
1.5,53.5,"NorthSea.IBTS"
2.5,53.5,"NorthSea.EwE"
2.5,53.5,"NorthSea.IBTS"
3.5,53.5,"NorthSea.EwE"
3.5,53.5,"NorthSea.IBTS"
4.5,53.5,"NorthSea.EwE"
4.5,53.5,"NorthSea.IBTS"
5.5,53.5,"NorthSea.EwE"
5.5,53.5,"NorthSea.IBTS"
6.5,53.5,"NorthSea.EwE"
6.5,53.5,"NorthSea.IBTS"
-169.5,52.5,"Gulf.Alaska"
-168.5,52.5,"Gulf.Alaska"
-167.5,52.5,"Gulf.Alaska"
-166.5,52.5,"Gulf.Alaska"
-165.5,52.5,"Gulf.Alaska"
-164.5,52.5,"Gulf.Alaska"
-163.5,52.5,"Gulf.Alaska"
-162.5,52.5,"Gulf.Alaska"
-161.5,52.5,"Gulf.Alaska"
-160.5,52.5,"Gulf.Alaska"
-159.5,52.5,"Gulf.Alaska"
-158.5,52.5,"Gulf.Alaska"
-157.5,52.5,"Gulf.Alaska"
-156.5,52.5,"Gulf.Alaska"
-155.5,52.5,"Gulf.Alaska"
-154.5,52.5,"Gulf.Alaska"
2.5,52.5,"NorthSea.EwE"
2.5,52.5,"NorthSea.IBTS"
3.5,52.5,"NorthSea.EwE"
3.5,52.5,"NorthSea.IBTS"
4.5,52.5,"NorthSea.EwE"
4.5,52.5,"NorthSea.IBTS"
-169.5,51.5,"Gulf.Alaska"
-168.5,51.5,"Gulf.Alaska"
-167.5,51.5,"Gulf.Alaska"
-166.5,51.5,"Gulf.Alaska"
-165.5,51.5,"Gulf.Alaska"
-164.5,51.5,"Gulf.Alaska"
-163.5,51.5,"Gulf.Alaska"
-162.5,51.5,"Gulf.Alaska"
-161.5,51.5,"Gulf.Alaska"
-160.5,51.5,"Gulf.Alaska"
-159.5,51.5,"Gulf.Alaska"
-158.5,51.5,"Gulf.Alaska"
0.5,51.5,"NorthSea.EwE"
0.5,51.5,"NorthSea.IBTS"
1.5,51.5,"NorthSea.EwE"
1.5,51.5,"NorthSea.IBTS"
2.5,51.5,"NorthSea.EwE"
2.5,51.5,"NorthSea.IBTS"
-169.5,50.5,"Gulf.Alaska"
-168.5,50.5,"Gulf.Alaska"
-167.5,50.5,"Gulf.Alaska"
-166.5,50.5,"Gulf.Alaska"
-165.5,50.5,"Gulf.Alaska"
-164.5,50.5,"Gulf.Alaska"
-3.5,50.5,"NorthSea.IBTS"
-2.5,50.5,"NorthSea.IBTS"
-1.5,50.5,"NorthSea.IBTS"
-0.5,50.5,"NorthSea.IBTS"
0.5,50.5,"NorthSea.IBTS"
1.5,50.5,"NorthSea.IBTS"
-169.5,49.5,"Gulf.Alaska"
-168.5,49.5,"Gulf.Alaska"
-4.5,49.5,"NorthSea.IBTS"
-3.5,49.5,"NorthSea.IBTS"
-2.5,49.5,"NorthSea.IBTS"
-0.5,49.5,"NorthSea.IBTS"
-59.5,46.5,"Eastern.Scotian.Shelf"
-60.5,45.5,"Eastern.Scotian.Shelf"
-59.5,45.5,"Eastern.Scotian.Shelf"
-58.5,45.5,"Eastern.Scotian.Shelf"
13.5,45.5,"MediterraneanSea"
-63.5,44.5,"Eastern.Scotian.Shelf"
-62.5,44.5,"Eastern.Scotian.Shelf"
-61.5,44.5,"Eastern.Scotian.Shelf"
-60.5,44.5,"Eastern.Scotian.Shelf"
-59.5,44.5,"Eastern.Scotian.Shelf"
-58.5,44.5,"Eastern.Scotian.Shelf"
-57.5,44.5,"Eastern.Scotian.Shelf"
12.5,44.5,"MediterraneanSea"
13.5,44.5,"MediterraneanSea"
-62.5,43.5,"Eastern.Scotian.Shelf"
-61.5,43.5,"Eastern.Scotian.Shelf"
-60.5,43.5,"Eastern.Scotian.Shelf"
7.5,43.5,"MediterraneanSea"
8.5,43.5,"MediterraneanSea"
9.5,43.5,"MediterraneanSea"
14.5,43.5,"MediterraneanSea"
15.5,43.5,"MediterraneanSea"
16.5,43.5,"MediterraneanSea"
3.5,42.5,"MediterraneanSea"
4.5,42.5,"MediterraneanSea"
5.5,42.5,"MediterraneanSea"
6.5,42.5,"MediterraneanSea"
7.5,42.5,"MediterraneanSea"
8.5,42.5,"MediterraneanSea"
10.5,42.5,"MediterraneanSea"
14.5,42.5,"MediterraneanSea"
15.5,42.5,"MediterraneanSea"
16.5,42.5,"MediterraneanSea"
17.5,42.5,"MediterraneanSea"
2.5,41.5,"MediterraneanSea"
3.5,41.5,"MediterraneanSea"
4.5,41.5,"MediterraneanSea"
5.5,41.5,"MediterraneanSea"
6.5,41.5,"MediterraneanSea"
7.5,41.5,"MediterraneanSea"
8.5,41.5,"MediterraneanSea"
9.5,41.5,"MediterraneanSea"
10.5,41.5,"MediterraneanSea"
11.5,41.5,"MediterraneanSea"
12.5,41.5,"MediterraneanSea"
16.5,41.5,"MediterraneanSea"
17.5,41.5,"MediterraneanSea"
18.5,41.5,"MediterraneanSea"
19.5,41.5,"MediterraneanSea"
0.5,40.5,"MediterraneanSea"
1.5,40.5,"MediterraneanSea"
2.5,40.5,"MediterraneanSea"
3.5,40.5,"MediterraneanSea"
4.5,40.5,"MediterraneanSea"
5.5,40.5,"MediterraneanSea"
6.5,40.5,"MediterraneanSea"
7.5,40.5,"MediterraneanSea"
10.5,40.5,"MediterraneanSea"
11.5,40.5,"MediterraneanSea"
12.5,40.5,"MediterraneanSea"
13.5,40.5,"MediterraneanSea"
14.5,40.5,"MediterraneanSea"
18.5,40.5,"MediterraneanSea"
24.5,40.5,"MediterraneanSea"
25.5,40.5,"MediterraneanSea"
26.5,40.5,"MediterraneanSea"
27.5,40.5,"MediterraneanSea"
28.5,40.5,"MediterraneanSea"
-179.5,39.5,"Hawaiian.Longline"
-178.5,39.5,"Hawaiian.Longline"
-177.5,39.5,"Hawaiian.Longline"
-176.5,39.5,"Hawaiian.Longline"
-175.5,39.5,"Hawaiian.Longline"
-174.5,39.5,"Hawaiian.Longline"
-173.5,39.5,"Hawaiian.Longline"
-172.5,39.5,"Hawaiian.Longline"
-171.5,39.5,"Hawaiian.Longline"
-170.5,39.5,"Hawaiian.Longline"
-169.5,39.5,"Hawaiian.Longline"
-168.5,39.5,"Hawaiian.Longline"
-167.5,39.5,"Hawaiian.Longline"
-166.5,39.5,"Hawaiian.Longline"
-165.5,39.5,"Hawaiian.Longline"
-164.5,39.5,"Hawaiian.Longline"
-163.5,39.5,"Hawaiian.Longline"
-162.5,39.5,"Hawaiian.Longline"
-161.5,39.5,"Hawaiian.Longline"
-160.5,39.5,"Hawaiian.Longline"
-159.5,39.5,"Hawaiian.Longline"
-158.5,39.5,"Hawaiian.Longline"
-157.5,39.5,"Hawaiian.Longline"
-156.5,39.5,"Hawaiian.Longline"
-155.5,39.5,"Hawaiian.Longline"
-154.5,39.5,"Hawaiian.Longline"
-153.5,39.5,"Hawaiian.Longline"
-152.5,39.5,"Hawaiian.Longline"
-151.5,39.5,"Hawaiian.Longline"
-150.5,39.5,"Hawaiian.Longline"
0.5,39.5,"MediterraneanSea"
1.5,39.5,"MediterraneanSea"
3.5,39.5,"MediterraneanSea"
4.5,39.5,"MediterraneanSea"
5.5,39.5,"MediterraneanSea"
6.5,39.5,"MediterraneanSea"
7.5,39.5,"MediterraneanSea"
10.5,39.5,"MediterraneanSea"
11.5,39.5,"MediterraneanSea"
12.5,39.5,"MediterraneanSea"
13.5,39.5,"MediterraneanSea"
14.5,39.5,"MediterraneanSea"
15.5,39.5,"MediterraneanSea"
17.5,39.5,"MediterraneanSea"
18.5,39.5,"MediterraneanSea"
19.5,39.5,"MediterraneanSea"
23.5,39.5,"MediterraneanSea"
24.5,39.5,"MediterraneanSea"
25.5,39.5,"MediterraneanSea"
26.5,39.5,"MediterraneanSea"
-179.5,38.5,"Hawaiian.Longline"
-178.5,38.5,"Hawaiian.Longline"
-177.5,38.5,"Hawaiian.Longline"
-176.5,38.5,"Hawaiian.Longline"
-175.5,38.5,"Hawaiian.Longline"
-174.5,38.5,"Hawaiian.Longline"
-173.5,38.5,"Hawaiian.Longline"
-172.5,38.5,"Hawaiian.Longline"
-171.5,38.5,"Hawaiian.Longline"
-170.5,38.5,"Hawaiian.Longline"
-169.5,38.5,"Hawaiian.Longline"
-168.5,38.5,"Hawaiian.Longline"
-167.5,38.5,"Hawaiian.Longline"
-166.5,38.5,"Hawaiian.Longline"
-165.5,38.5,"Hawaiian.Longline"
-164.5,38.5,"Hawaiian.Longline"
-163.5,38.5,"Hawaiian.Longline"
-162.5,38.5,"Hawaiian.Longline"
-161.5,38.5,"Hawaiian.Longline"
-160.5,38.5,"Hawaiian.Longline"
-159.5,38.5,"Hawaiian.Longline"
-158.5,38.5,"Hawaiian.Longline"
-157.5,38.5,"Hawaiian.Longline"
-156.5,38.5,"Hawaiian.Longline"
-155.5,38.5,"Hawaiian.Longline"
-154.5,38.5,"Hawaiian.Longline"
-153.5,38.5,"Hawaiian.Longline"
-152.5,38.5,"Hawaiian.Longline"
-151.5,38.5,"Hawaiian.Longline"
-150.5,38.5,"Hawaiian.Longline"
0.5,38.5,"MediterraneanSea"
1.5,38.5,"MediterraneanSea"
2.5,38.5,"MediterraneanSea"
3.5,38.5,"MediterraneanSea"
4.5,38.5,"MediterraneanSea"
5.5,38.5,"MediterraneanSea"
6.5,38.5,"MediterraneanSea"
7.5,38.5,"MediterraneanSea"
8.5,38.5,"MediterraneanSea"
9.5,38.5,"MediterraneanSea"
10.5,38.5,"MediterraneanSea"
11.5,38.5,"MediterraneanSea"
12.5,38.5,"MediterraneanSea"
13.5,38.5,"MediterraneanSea"
14.5,38.5,"MediterraneanSea"
15.5,38.5,"MediterraneanSea"
17.5,38.5,"MediterraneanSea"
